ICD8_CODE	ICD8_TEXT	ICD10_CODE	MAPPING_SCORE	MAPPING_FLAG	START_DATE	END_DATE
81009	Fractura Claviculae,Non Compl.                               	S420	2		19710401	19750331
81019	Fractura Claviculae,Complicata                               	S420	2		19710401	19750331
81099	Fractura Claviculae                                          	S420	2	E	19750401	19931231
81099	Fractura Claviculae,Sequelae                                 	T912B	3	A	19710401	19750331
81109	Fractura Scapulae,Non Compl.                                 	S421	2		19710401	19750331
81119	Fractura Scapulae,Complicata                                 	S421	2		19710401	19750331
81199	Fractura Scapulae                                            	S421	2	E	19750401	19931231
81199	Fractura Scapulae,Sequelae                                   	T912B	3	A	19710401	19750331
81200	Fract.Colli Humeri,Non Compl.                                	S422	3	A	19710401	19750331
81200	Fractura Colli Humeri                                        	S422	3	A	19750401	19931231
81201	Fract.Capitis Humeri,Non Compl.                              	S422A	2		19710401	19750331
81201	Fractura Capitis Humeri                                      	S422A	2	E	19750401	19931231
81202	Fractura Tuberculi Majoris Humeri                            	S422C	2	E	19750401	19931231
81202	Fractura Tuberculi Majoris Humeri,Non Complicata             	S422C	2		19710401	19750331
81203	Fractura Supracondyloidea Humeri,Non Complicata              	S424C	2		19710401	19750331
81204	Fract.Partis Proximalis Humeri Alia Sive Non Spec.Non Compl. 	S422	2		19710401	19750331
81208	Fractura Partis Proximalis Humeri Alia Definita              	S422	2	A	19750401	19931231
81209	Fractura Partis Proximalis Humeri                            	S422	2	E	19750401	19931231
81210	Fract.Colli Humeri.Complicata                                	S422	3	A	19710401	19750331
81211	Fract.Capitis Humeri, Compl.                                 	S422A	2		19710401	19750331
81212	Fractura Tuberculi Majoris Humeri,Complicata                 	S422C	2		19710401	19750331
81213	Fractura Supracondyloidea Humeri,Complicata                  	S424C	2		19710401	19750331
81214	Fract.Partis Proximalis Humeri Alia Sive Non Spec.Complicata 	S422	2		19710401	19750331
81219	Fractura Corporis Humeri                                     	S423	2		19750401	19931231
81220	Fractura Supracondyloidea Humeri                             	S424C	2		19750401	19931231
81221	Fractura Condyli Humeri                                      	S424A	2		19750401	19931231
81222	Fractura Epicondyli Humeri                                   	S424B	2		19750401	19931231
81225	Fract.Corp.Humeri,Fract.Humeri (Loco Non Indic.),Non Compl.  	S423A	2	E	19710401	19750331
81228	Fractura Partis Distalis Humeri Alia Definita                	S424	2	A	19750401	19931231
81229	Fractura Partis Distalis Humeri                              	S424	2		19750401	19931231
81235	Fract.Corp.Humeri,Fract.Humeri (Loco Non Indic.),Complicata  	S423A	2	E	19710401	19750331
81246	Fractura Condyli Humeri,Non Complicata                       	S424A	2		19710401	19750331
81247	Fractura Epicondyli Humeri,Non Complicata                    	S424B	2		19710401	19750331
81248	Fractura Cubiti,Non Complicata                               	S520A	2		19710401	19750331
81249	Fract.Partis Distalis Humeri Alia S.Non Specif.Non Compl.    	S424	2		19710401	19750331
81256	Fractura Condyli Humeri. Complicata                          	S424A	2		19710401	19750331
81257	Fractura Epicondyli Humeri, Complicata                       	S424B	2		19710401	19750331
81258	Fractura Cubiti,Complicata                                   	S520A	2		19710401	19750331
81259	Fract.Partis Distalis Humeri Alia S.Non Specif.Complicata    	S424	2		19710401	19750331
81290	Fractura Colli Humeri,Sequelae                               	T921	3	E	19710401	19750331
81291	Fractura Capitis Humeri, Sequelae                            	T921	3	E	19710401	19750331
81292	Fractura Tuberculi Majoris Humeri,Sequelae                   	T921	3	E	19710401	19750331
81293	Fractura Supracondyloidea Humeri,Sequelae                    	T921	3	E	19710401	19750331
81294	Fract.Partis Priximalis Humeri Alia Sive Non Spec.Sequelae   	T921	3	E	19710401	19750331
81295	Fract.Corp.Humeri,Fract.Humeri (Loco Non Indic.),Sequelae    	T921	3	E	19710401	19750331
81296	Fractura Condyli Humeri, Sequelae                            	T921	3	E	19710401	19750331
81297	Fractura Epicondyli Humeri, Sequelae                         	T921	3	E	19710401	19750331
81298	Fractura Cubiti,Sequelae                                     	T921	3	E	19710401	19750331
81299	Fract.Partis Distalis Humeri Alia S.Non Specif.Sequelae      	T921	3	E	19710401	19750331
81299	Fractura Humeri (Loco Non Indicato)                          	S423A	2		19750401	19931231
81300	Fractura Olecrani                                            	S520B	2		19750401	19931231
81300	Fractura Olecrani,Non Compl.                                 	S520B	2		19710401	19750331
81301	Fractura Capitis Radii                                       	S521A	2		19750401	19931231
81301	Fractura Capituli Radii,Non Complicata                       	S521A	2		19710401	19750331
81302	Fractura Radii Cum Fractura Ulnae,Non Complicata             	S52	3	A	19710401	19750331
81303	Fract.Part.Prox.Antebrach.Alia Sive(Loco Non Ind.),Non Compl.	S52	3	A	19710401	19750331
81308	Fractura Partis Proximalis Antebrachii Alia Definita         	S52	3	A	19750401	19931231
81309	Fractura Partis Proximalis Antebrachii                       	S52	3	A	19750401	19931231
81310	Fractura Corporis Radii                                      	S523	2		19750401	19931231
81310	Fractura Olecrani,Complicata                                 	S520B	2		19710401	19750331
81311	Fractura Capituli Radii, Complicata                          	S521A	2		19710401	19750331
81311	Fractura Corporis Ulnae                                      	S522	2		19750401	19931231
81312	Fractura Radii Cum Fractura Ulnae,Complicata                 	S52	3	A	19710401	19750331
81313	Fract.Part.Prox.Antebrac.Alia Sive(Loco Non Ind.),Complicata 	S52	3	A	19710401	19750331
81319	Fractura Corporis Antebrachii                                	S52	3	A	19750401	19931231
81320	Fractura Partis Distalis Radii                               	S525	2		19750401	19931231
81321	Fractura Partis Distalis Radii Et Proc.Styloidei Ulnae       	S526	2		19750401	19931231
81324	Fractura Corporis Radii,Non Complicata                       	S523	2		19710401	19750331
81325	Fractura Corporis Ulnae,Non Complicata                       	S522	2		19710401	19750331
81326	Fractura Corporis Antebrachii, Non Complicata                	S52	3	A	19710401	19750331
81328	Fractura Partis Distalis Antebrachii Alia Definita           	S52	3	A	19750401	19931231
81329	Fractura Partis Distalis Antebrachii                         	S52	3	A	19750401	19931231
81334	Fractura Corporis Radii, Complicata                          	S523	2		19710401	19750331
81335	Fractura Corporis Ulnae, Complicata                          	S522	2		19710401	19750331
81336	Fractura Corporis Antebrachii, Complicata                    	S52	3	A	19710401	19750331
81347	Fractura Partis Distalis Radii Non Complicata                	S52	3	A	19710401	19750331
81348	Fractura Collisii,Non Compl.                                 	S525B	2		19710401	19750331
81349	Fract.Part.Dist.Antenrachii Alia S.Non Specif.Non Compl.     	S52	3	A	19710401	19750331
81357	Fractura Partis Distalis Radii Complicata                    	S52	3	A	19710401	19750331
81358	Fractura Collisii,Complicata                                 	S525B	2		19710401	19750331
81359	Fract.Part.Dist.Antebrachii Alia S.Non Specif.Complicata     	S52	3	A	19710401	19750331
81390	Fractura Olecrani,Sequelae                                   	T921	3	E	19710401	19750331
81391	Fractura Capituli Radii, Sequelae                            	T921	3	E	19710401	19750331
81392	Fractura Radii Cum Fractura Ulnae,Sequelae                   	T921	3	E	19710401	19750331
81393	Fract.Part.Prox.Antebrach.Alia Sive(Loco Non Ind.),Sequelae  	T921	3	E	19710401	19750331
81394	Fractura Corporis Radii, Sequelae                            	T921	3	E	19710401	19750331
81395	Fractura Corporis Ulnae, Sequelae                            	T921	3	E	19710401	19750331
81396	Fractura Corporis Antebrachii, Sequelae                      	T921	3	E	19710401	19750331
81397	Fractura Partis Distalis Radii Sequelae                      	T921	3	E	19710401	19750331
81398	Fractura Collesii,Sequelae                                   	T921	3	E	19710401	19750331
81399	Fract.Part.Disp.Antebrachii Alia S.Non Specif.Sequelae       	T921	3	E	19710401	19750331
81399	Fractura Radii Et Ulnae (Loco Non Indicato)                  	S529	2		19750401	19931231
81400	Fractura Ossis Navicularis Manus,Non Complicata              	S620	2		19710401	19750331
81400	Fractura Ossis Scaphoidei                                    	S620	2	B	19750401	19931231
81408	Fractura Ossis Carpi Alia Def. Non Complicata                	S62	3	A	19710401	19750331
81408	Fractura Ossis Carpi Alia Definita                           	S62	3	A	19750401	19931231
81409	Fractura Ossis Carpi                                         	S62	2	A	19750401	19931231
81409	Fractura Ossis Carpi,Non Compl                               	S62	3	A	19710401	19750331
81410	Fractura Ossis Navicularis Manus,Complicata                  	S620	2		19710401	19750331
81418	Fractura Ossis Carpi Alia Def. Complicata                    	S62	2	A	19710401	19750331
81419	Fractura Ossis Carpi,Compl.                                  	S62	3	A	19710401	19750331
81490	Fractura Ossis Navicularis Manus,Sequelae                    	T922A	2		19710401	19750331
81498	Fractura Ossis Carpi Alia Def. Sequelae                      	T922A	3	G	19710401	19750331
81499	Fractura Ossis Carpi,Sequelae                                	T922A	3	G	19710401	19750331
81500	Bennett'S Fractur,Non Compl.                                 	S622A	2		19710401	19750331
81500	Fractura Baseos Metacarpi I Intra-Articularis (Bennett)      	S622A	1		19750401	19931231
81501	Fractura Ossis Metacarpi I                                   	S622	2		19750401	19931231
81502	Fractura Ossis Metacarpi Ii-V                                	S623	2		19750401	19931231
81508	Fractura Ossis Metacarpi Alia Definita,Non Complicata        	S628B	3	G	19710401	19750331
81509	Fractura Ossis Metacarpi                                     	S628B	3	G	19750401	19931231
81509	Fractura Ossis Metacarpi,Non Complicata                      	S628B	3	G	19710401	19750331
81510	Bennet'S Fractur,Complicata                                  	S622A	2		19710401	19750331
81518	Fractura Ossis Metacarpi Alia Definita,Complicata            	S628B	3	G	19710401	19750331
81519	Fractura Ossis Metacarpi, Complicata                         	S628B	3	G	19710401	19750331
81590	Bennet'S Fractur,Sequelae                                    	T922B	3		19710401	19750331
81598	Fractura Ossis Metacarpi Alia Def.Sequelae                   	T922B	3		19710401	19750331
81599	Fractura Ossis Metacarpi, Sequeale                           	T922B	3		19710401	19750331
81600	Epiphysiolysis Ossis Digiti,Non Complicata                   	S628B	3	G	19710401	19750331
81600	Fractura Phalangis I Digiti I Manus                          	S625A	2		19750401	19931231
81601	Fractura Phalangis I Digiti Ii-V Manus                       	S626	2		19750401	19931231
81602	Fractura Phalangis Ii Digiti I Manus                         	S625B	2		19750401	19931231
81603	Fractura Phalangis Ii Digiti Ii-V Manus                      	S626	2	A	19750401	19931231
81604	Fractura Phalangis Iii Digiti Ii-V Manus                     	S626	2	A	19750401	19931231
81609	Fractura Ossis Digiti Manus                                  	S628B	3	G	19750401	19931231
81609	Fractura Ossis Digiti Manus,Non Complicata                   	S628B	3	G	19710401	19750331
81610	Epiphysiolysis Ossis Digiti Manus,Complicata                 	S628B	3	G	19710401	19750331
81619	Fractura Ossis Digiti Manus,Complicata                       	S628B	3	G	19710401	19750331
81690	Epiphysiolysis Ossis Digiti Manus,Sequelae                   	T922B	3	E	19710401	19750331
81699	Fractura Ossis Digiti Manus,Sequelae                         	T922B	3	E	19710401	19750331
81709	Fracturae Multiplices Os.Manus Unius(Carpi Excepta)Non Compl.	S62	3	A	19710401	19750331
81719	Fracturae Multiplices Os.Manus Unius(Carpi Excepta)Complicata	S62	3	A	19710401	19750331
81799	Fracturae Multiplices Os.Manus Unius(Carpi Excepta)Sequelae  	T922B	3	E	19710401	19750331
81809	Fract.Os.Extrem.Sup.Unius Alia Multipl.S.Non Spec.,Non Compl.	S62	5	C	19710401	19750331
81819	Fract.Os.Extrem.Sup.Unius Alia Multipl.S.Non Spec.,Complicata	S62	5	C	19710401	19750331
81899	Fract.Os.Extrem.Sup.Unius Alia Multipl.S.Non Spec.,Sequelae  	T921	2		19710401	19750331
81899	Fractura Ossis Extremitatis Superioris Non Specificata       	T109	2		19750401	19931231
81909	Fract.Multiplices Os.Extrem. Sup.Ambarum,Non Complicata      	T02	3	A	19710401	19750331
81919	Fract.Multiplices Os.Extrem. Sup.Ambarum,Complicata          	T02	3	A	19710401	19750331
81999	Fract.Multiplices Os.Extrem. Sup.Ambarum,Sequelae            	T921	3		19710401	19750331
82000	Fractura Capitis, Colli Femoris                              	S72	3	A	19750401	19931231
82000	Fractura Pertrochanterica,Non Complicata                     	S721	2		19710401	19750331
82001	Fractura Pertrochanterica Femoris                            	S721	2		19750401	19931231
82001	Fractura Trochanterica Femoris Non Complicata                	S721B	2		19710401	19750331
82002	Fractura Capitis Femoris,Non Complicata                      	S728A	2		19710401	19750331
82002	Fractura Trochanterica Femoris                               	S721B	2		19750401	19931231
82003	Epiphysiolysis Colli Femoris,Non Complicata                  	S720	3		19710401	19750331
82003	Fractura Subtrochanterica Femoris                            	S722	2		19750401	19931231
82008	Fractura Colli Femoris Alia Definita,Non Complicata          	S720	3	G	19710401	19750331
82008	Fractura Partis Proximalis Femoris Alia Definita             	S72	3	A	19750401	19931231
82009	Fractura Colli Femoris,Non Complicata                        	S720	2		19710401	19750331
82009	Fractura Partis Proximalis Femoris                           	S72	3	A	19750401	19931231
82010	Fractura Pertrochanterica, Complicata                        	S721	2		19710401	19750331
82011	Fractura Trochanterica Femoris Complicata                    	S721B	2		19710401	19750331
82012	Fractura Capitis Femoris, Complicata                         	S728A	2		19710401	19750331
82013	Epiphysiolysis Colli Femoris,Complicata                      	S720	3		19710401	19750331
82018	Fractura Colli Femoris Alia Definita,Complicata              	S720	3	G	19710401	19750331
82019	Fractura Colli Femoris, Complicata                           	S720	2		19710401	19750331
82090	Fractura Pertrochanterica, Sequelae                          	T931	2	E	19710401	19750331
82091	Fractura Trochanterica Femoris Sequelae                      	T931	2	E	19710401	19750331
82092	Fractura Capitis Femoris, Sequelae                           	T931	2	E	19710401	19750331
82093	Epiphysiolysis Colli Femoris, Sequelae                       	T931	3	E	19710401	19750331
82098	Fractura Colli Femoris Alia Definita,Sequelae                	T931	2	E	19710401	19750331
82099	Fractura Colli Femoris, Sequelae                             	T931	2	E	19710401	19750331
82100	Fract.Corporis Fem.Fract.Fem. (Loco Non Indic.),Non Compl.   	S729	3	E	19710401	19750331
82109	Fractura Corporis Femoris                                    	S723	2		19750401	19931231
82110	Fract.Corporis Fem.Fract.Fem. (Loco Non Indic.),Complicata   	S729	3	E	19710401	19750331
82110	Fractura Supracondyloidea Femoris                            	S724C	2		19750401	19931231
82111	Fractura Condyli Femoris                                     	S724A	2		19750401	19931231
82118	Fractura Partis Distalis Femoris Alia Definita               	S724	2		19750401	19931231
82119	Fractura Partis Distalis Femoris                             	S724	2		19750401	19931231
82121	Fractura Supracondyloidea Femoris,Non Complicata             	S724C	2		19710401	19750331
82122	Fractura Condyli Femoris,Non Complicata                      	S724A	2		19710401	19750331
82123	Epiphysiolysis Extremitatis Distalis Femoris,Non Compl.      	S724	3		19710401	19750331
82128	Fractura Partis Distalis Femoris Alia Def.Non Compl.         	S724	2		19710401	19750331
82129	Fractura Partis Distalis Femoris,Non Complicata              	S724	2		19710401	19750331
82131	Fractura Supracondyloidea Femoris,Complicata                 	S724C	2		19710401	19750331
82132	Fractura Condyli Femoris, Complicata                         	S724A	2		19710401	19750331
82133	Epiphysiolysis Extremitatis Distalis Femoris,Complicata      	S724	3		19710401	19750331
82138	Fractura Partis Distalis Femoris Alia Def.Complicata         	S724	2		19710401	19750331
82139	Fractura Partis Distalis Femoris,Complicata                  	S724	2		19710401	19750331
82190	Fract.Corporis Fem.Fract.Fem. (Loco Non Indic.),Sequelae     	T931	2	E	19710401	19750331
82191	Fractura Supracondyloidea Femoris,Sequelae                   	T931	2	E	19710401	19750331
82192	Fractura Condyli Femoris, Sequelae                           	T931	2	E	19710401	19750331
82193	Epiphysiolysis Extremitatis Distalis Femoris,Sequelae        	T931	3	E	19710401	19750331
82198	Fractura Partis Distalis Femoris Alia Def.Sequelae           	T931	2	E	19710401	19750331
82199	Fractura Femoris Alia Et Non Specificata                     	S729	2		19750401	19931231
82199	Fractura Partis Distalis Femoris,Sequelae                    	T931	2		19710401	19750331
82209	Fractura Patellae,Non Compl.                                 	S820	2		19710401	19750331
82219	Fractura Patellae,Complicata                                 	S820	2		19710401	19750331
82299	Fractura Patellae                                            	S820	2		19750401	19931231
82299	Fractura Patellae,Sequelae                                   	T932	2		19710401	19750331
82300	Fractura Condyli Tibiae Medialis                             	S821C	1		19750401	19931231
82300	Fractura Condyli Tibiae,Non Complicata                       	S821	2		19710401	19750331
82301	Fractura Condyli Tibiae Lateralis                            	S821B	1		19750401	19931231
82301	Fractura Intercondyloideae Tibiae,Non Complicata             	S821	2		19710401	19750331
82302	Fract.Eminent.Intercondyloid. Tibiae,Non Complicata          	S821D	2		19710401	19750331
82302	Fractura Condylorum Tibiae (Y-Fraktur)                       	S821	2		19750401	19931231
82303	Fractura Eminentiae Intercondyloideae Tibiae                 	S821D	2		19750401	19931231
82303	Fractura Partis Proximalis Tibiae Alia Def.Non Compl.        	S821	2		19710401	19750331
82304	Fractura Partis Proximalis Fibulae,Non Complicata            	S828	3	C	19710401	19750331
82304	Fractura Partis Proximalis Tibiae Alia Definita              	S821	2		19750401	19931231
82305	Fractura Partis Proximalis Fibulae                           	S828	3	C	19750401	19931231
82305	Fractura Tibiae Cum Fractura Fibulae,Non Complicata          	S827	3		19710401	19750331
82306	Fract.Part.Prox.Cruris,Fract. Cruris(Loco Non Ind.)Non Compl 	S829	2	E	19710401	19750331
82309	Fractura Partis Proximalis Cruris                            	S82	3	A	19750401	19931231
82310	Fractura Condyli Tibiae, Complicata                          	S821	3		19710401	19750331
82310	Fractura Corporis Tibiae                                     	S822	2	D	19750401	19931231
82311	Fractura Corporis Fibulae                                    	S824	1		19750401	19931231
82311	Fractura Intercondyloideae Tibiae,Complicata                 	S821	3		19710401	19750331
82312	Fract.Eminent.Intercondyloid, Tibiae,Complicata              	S821D	2		19710401	19750331
82313	Fractura Partis Proximalis Tibiae Alia Def.Complicata        	S821	2		19710401	19750331
82314	Fractura Partis Proximalis Fibulae,Complicata                	S828	3		19710401	19750331
82315	Fractura Tibiae Cum Fractura Fibulae,Complicata              	S821	3		19710401	19750331
82316	Fract.Part.Prox.Cruris,Fract.Cruris(Loco Non Ind.)Compl.     	S829	2		19710401	19750331
82319	Fractura Corporis Ossis Cruris                               	S82	3	A	19750401	19931231
82327	Fractura Corporis Tibiae,Non Complicata                      	S822	2		19710401	19750331
82328	Fractura Corporis Fibulae,Non Complicata                     	S824	2		19710401	19750331
82329	Fractura Corporis Ossis Cruris Non Complicata                	S82	3	A	19710401	19750331
82329	Fractura Partis Distalis Tibiae                              	S823	1		19750401	19931231
82337	Fractura Corporis Tibiae,Complicata                          	S822	2		19710401	19750331
82338	Fractura Corporis Fibulae, Complicata                        	S824	2		19710401	19750331
82339	Fractura Corporis Ossis Cruris Complicata                    	S82	3	A	19710401	19750331
82390	Fractura Condyli Tibiae, Sequelae                            	T932	3	E	19710401	19750331
82391	Fractura Intercondyloideae Tibiae,Sequelae                   	T932	3	E	19710401	19750331
82392	Fractura Eminentia Intercondyloideae Tibiae,Seq.             	T932	3	E	19710401	19750331
82393	Fractura Partis Proximalis Tibiae Alia Def.Sequelae          	T932	3	E	19710401	19750331
82394	Fractura Partis Proximalis Fibulae,Sequelae                  	T932	3	E	19710401	19750331
82395	Fractura Tibiae Cum Fractura Fibulae,Sequelae                	T932	3	E	19710401	19750331
82396	Fract.Part.Prox.Cruris,Fract. Cruris(Loco Non Ind.)Sequelae  	T932	3	E	19710401	19750331
82397	Fractura Corporis Tibiae, Sequelae                           	T932	3	E	19710401	19750331
82398	Fractura Corporis Fibulae, Sequelae                          	T932	3	E	19710401	19750331
82399	Fractura Corporis Os.Cruris, Sequelae                        	T932	3	E	19710401	19750331
82399	Fractura Tibiae Et Fibulae (Loco Non Indicato)               	S829	3		19750401	19931231
82400	Fractura Malleoli Medialis                                   	S825	2		19750401	19931231
82400	Fractura Malleoli Medialis,Non Complicata                    	S825	2		19710401	19750331
82401	Fractura Malleoli Lateralis                                  	S826	2		19750401	19931231
82401	Fractura Malleoli Lateralis, Non Complicata                  	S826	2		19710401	19750331
82402	Fracturae Bimalleolares,Non Complicata                       	S827A	2		19710401	19750331
82403	Fractura Trimalleolares,Non Complicata                       	S827B	2		19710401	19750331
82404	Epiphysiolysis Malleoli,Non Complicata                       	S828B	3		19710401	19750331
82408	Fractura Malleoli Alia Def.Non Complicata                    	S828B	2	G	19710401	19750331
82408	Fractura Malleoli Alia Definita                              	S828B	2	G	19750401	19931231
82409	Fractura Malleoli                                            	S828B	2	E	19750401	19931231
82409	Fractura Malleoli,Non Compl.                                 	S828B	2		19710401	19750331
82410	Fractura Malleoli Medialis, Complicata                       	S825	2		19710401	19750331
82411	Fractura Malleoli Lateralis, Complicata                      	S826	2		19710401	19750331
82412	Fracturae Bimalleolares, Complicata                          	S827A	2		19710401	19750331
82413	Fractura Trimalleolares, Complicata                          	S827B	2		19710401	19750331
82414	Epiphysiolysis Malleoli, Complicata                          	S828B	3		19710401	19750331
82418	Fractura Malleoli Alia Def. Complicata                       	S828B	2	G	19710401	19750331
82419	Fractura Malleoli,Complicata                                 	S828B	2		19710401	19750331
82490	Fractura Malleoli Medialis, Sequelae                         	T932	3	E	19710401	19750331
82491	Fractura Malleoli Lateralis, Sequelae                        	T932	3	E	19710401	19750331
82492	Fracturae Bimalleolares, Sequelae                            	T932	3	E	19710401	19750331
82493	Fracturae Trimalleolares, Sequelae                           	T932	3	E	19710401	19750331
82494	Epiphysiolysis Malleoli, Sequelae                            	T932	3	E	19710401	19750331
82498	Fractura Malleoli Alia Def. Sequelae                         	T932	3	E	19710401	19750331
82499	Fractura Malleoli,Sequelae                                   	T932	3	E	19710401	19750331
82500	Fractura Calcanei,Non Compl.                                 	S920	2		19710401	19750331
82500	Fractura Tuberis Calcanei                                    	S920A	2		19750401	19931231
82501	Fractura Calcanei                                            	S920	2		19750401	19931231
82501	Fractura Tali,Non Complicata                                 	S921	2		19710401	19750331
82502	Fractura Tali                                                	S921	2		19750401	19931231
82502	Fractura Tarsi Alia Definita, Non Complicata                 	S922	2		19710401	19750331
82503	Fractura Metatarsi Specificata Non Complicata                	S923	3		19710401	19750331
82503	Fractura Tarsi Alia Definita                                 	S922	2		19750401	19931231
82504	Fractura Metatarsi Specificata                               	S923	2		19750401	19931231
82504	Fractura Tarsi Cum Fractura Metatarsi,Non Complicata         	S927	3		19710401	19750331
82509	Fractura Ossis Tarsi Et Metatarsi                            	S92	3	A	19750401	19931231
82509	Fractura Ossis Tarsi Et Metatarsi,Non Complicata             	S92	3	A	19710401	19750331
82510	Fractura Calcanei,Complicata                                 	S920	2		19710401	19750331
82511	Fractura Tali,Complicata                                     	S921	2		19710401	19750331
82512	Fractura Tarsi Alia Definita, Complicata                     	S922	2		19710401	19750331
82513	Fractura Metatarsi Specificata Complicata                    	S923	3		19710401	19750331
82514	Fractura Tarsi Cum Fractura Metatarsi,Complicata             	S927	3		19710401	19750331
82519	Fractura Ossis Tarsi Et Metatarsi,Complicata                 	S92	3	E	19710401	19750331
82590	Fractura Calcanei,Sequelae                                   	T932	3	E	19710401	19750331
82591	Fractura Tali,Sequelae                                       	T932	3	E	19710401	19750331
82592	Fractura Tarsi Alia Definita, Sequelae                       	T932	3	E	19710401	19750331
82593	Fractura Metatarsi Specificata Sequelae                      	T932	3	E	19710401	19750331
82594	Fractura Tarsi Cum Fractura Metatarsi,Sequelae               	T932	3	E	19710401	19750331
82599	Fractura Ossis Tarsi Et Metatarsi,Sequelae                   	T932	3	E	19710401	19750331
82600	Epiphysiolysis Ossis Digiti Pedis,Non Complicata             	S92	3	A	19710401	19750331
82600	Fractura Ossis Digiti I Pedis                                	S924	2		19750401	19931231
82601	Fractura Ossis Digiti Ii-V Pedis                             	S925	2		19750401	19931231
82609	Fractura Ossis Digiti Pedis                                  	S92	3	A	19750401	19931231
82609	Fractura Ossis Digiti Pedis,Non Complicata                   	S92	3	A	19710401	19750331
82610	Epiphysiolysis Ossis Digiti Pedis,Complicata                 	S92	3	A	19710401	19750331
82619	Fractura Ossis Digiti Pedis, Complicata                      	S92	3	A	19710401	19750331
82690	Epiphysiolysis Ossis Digiti Pedis,Sequelae                   	T932	3	E	19710401	19750331
82699	Fractura Ossis Digiti Pedis, Sequelae                        	T932	3	E	19710401	19750331
82709	Fract.Os.Extrem.Inf.Unius Alia Multipl.S.Non Spec.,Non Compl,	T129	3	D	19710401	19750331
82719	Fract.Os.Extrem.Inf.Unius Alia Multipl.S.Non Spec.,Complicata	T129	3	D	19710401	19750331
82799	Fract.Os.Extrem.Inf.Unius Alia Multipl.S.Non Spec.,Sequelae  	T93	3	E	19710401	19750331
82799	Fractura Ossis Extremitatis Inferioris Non Specificata       	T129	3	D	19750401	19931231
82809	Fract.Multiplices Ossium Extrem.Inf.Ambarum,Non Compl.       	T023	3	D	19710401	19750331
82819	Fract.Multiplices Ossium Extrem.Inf.Ambarum,Complicata       	T023	3	D	19710401	19750331
82899	Fract.Multiplices Ossium Extrem.Inf.Ambarum,Sequelae         	T93	3	E	19710401	19750331
82909	Fractura Ossis Non Specificata Non Complicata                	T142	2		19710401	19750331
82919	Fractura Ossis Non Specificata Complicata                    	T142	2		19710401	19750331
82999	Fractura Ossis Non Specificata                               	T142	2	D	19750401	19931231
82999	Fractura Ossis Non Specificata Sequelae                      	T941	3		19710401	19750331
83009	Luxatio Articuli Mandibulae, Non Complicata                  	S030	2		19710401	19750331
83019	Luxatio Articuli Mandibulae, Complicata                      	S030	2		19710401	19750331
83099	Luxatio Articuli Mandibulae                                  	S030	1		19750401	19931231
83099	Luxatio Articuli Mandibulae, Sequelae                        	T908	3		19710401	19750331
83100	Luxatio Articuli Humeroscapularis                            	S430	1	B	19750401	19931231
83100	Luxatio Articuli Humeroscapularis,Non Compl.                 	S430	2		19710401	19750331
83101	Luxatio Articuli Acromioclavicularis                         	S431	1		19750401	19931231
83101	Luxatio Articuli Acromioclavicularis,Non Compl.              	S431	2		19710401	19750331
83102	Luxatio Articuli Sternoclavicularis                          	S432	1		19750401	19931231
83102	Luxatio Articuli Sternoclavicularis,Non Compl.               	S432	2		19710401	19750331
83108	Luxatio Articuli Humeri Alia Definita,Non Complicata         	S433	2		19710401	19750331
83108	Luxatio Cinguli Membri Superioris Alia Definita              	S433	2	E	19750401	19931231
83109	Luxatio Articuli Humeri,Non Complicata                       	S433	2		19710401	19750331
83109	Luxatio Cinguli Membri Superioris                            	S433	2		19750401	19931231
83110	Luxatio Articuli Humeroscapularis,Complicata                 	S430	2		19710401	19750331
83111	Luxatio Articuli Acromioclavicularis,Complicata              	S431	2		19710401	19750331
83112	Luxatio Articuli Sternoclavicularis,Complicata               	S432	2		19710401	19750331
83118	Luxatio Articuli Humeri Alia Definita,Complicata             	S433	2		19710401	19750331
83119	Luxatio Articuli Humeri, Complicata                          	S433	2		19710401	19750331
83190	Luxatio Articuli Humeroscapularis,Seq.                       	T923B	3		19710401	19750331
83191	Luxatio Articuli Acromioclavicularis,Seq.                    	T923B	5		19710401	19750331
83192	Luxatio Articuli Sternoclavicularis,Seq.                     	T923B	5		19710401	19750331
83198	Luxatio Articuli Humeri Alia Def.Seq.                        	T923B	3		19710401	19750331
83199	Luxatio Articuli Humeri, Sequelae                            	T923B	3		19710401	19750331
83200	Luxatio Capitis Radii                                        	S530	2	D	19750401	19931231
83200	Luxatio Capituli Radii,Non Complicata                        	S530	2		19710401	19750331
83208	Luxatio Articuli Cubiti Alia Definita                        	S531	2		19750401	19931231
83208	Luxatio Articuli Cubiti Alia Definita,Non Complicata         	S531	2		19710401	19750331
83209	Luxatio Articuli Cubiti                                      	S531	1		19750401	19931231
83209	Luxatio Articuli Cubiti,Non Complicata                       	S531	2		19710401	19750331
83210	Luxatio Capituli Radii, Complicata                           	S530	2		19710401	19750331
83218	Luxatio Articuli Cubiti Alia Definita,Complicata             	S531	2		19710401	19750331
83219	Luxatio Articuli Cubiti, Complicata                          	S531	2		19710401	19750331
83290	Luxatio Capituli Radii, Sequelae                             	T923B	3	A	19710401	19750331
83298	Luxatio Articuli Cubiti Alia Definita,Sequelae               	T923B	3	A	19710401	19750331
83299	Luxatio Articuli Cubiti, Sequelae                            	T923B	3	A	19710401	19750331
