"Order","Category","Code","Disease"
"2670","Certain causes of perinatal morbidity and mortality","765.4","With asphyxia, anoxia or hypoxia"
"2671","Certain causes of perinatal morbidity and mortality","765.9","Without mention of birth injury, asphyxia, anoxia or hypoxia"
"2672","Certain causes of perinatal morbidity and mortality","766","Difficult labour with malposition of foetus"
"2673","Certain causes of perinatal morbidity and mortality","766","With birth injury to brain"
"2674","Certain causes of perinatal morbidity and mortality","766.1","With birth injury to spinal cord"
"2675","Certain causes of perinatal morbidity and mortality","766.2","With birth injury to bone or nerve"
"2676","Certain causes of perinatal morbidity and mortality","766.3","With other or unspecified birth injury"
"2677","Certain causes of perinatal morbidity and mortality","766.4","With asphyxia, anoxia or hypoxia"
"2678","Certain causes of perinatal morbidity and mortality","766.9","Without mention of birth injury, asphyxia, anoxia or hypoxia"
"2679","Certain causes of perinatal morbidity and mortality","767","Difficult labour with abnormality of forces of labour"
"2680","Certain causes of perinatal morbidity and mortality","767","With birth injury to brain"
"2681","Certain causes of perinatal morbidity and mortality","767.1","With birth injury to spinal cord"
"2682","Certain causes of perinatal morbidity and mortality","767.2","With birth injury to bone or nerve"
"2683","Certain causes of perinatal morbidity and mortality","767.3","With other or unspecified birth injury"
"2684","Certain causes of perinatal morbidity and mortality","767.4","With asphyxia, anoxia or hypoxia"
"2685","Certain causes of perinatal morbidity and mortality","767.9","Without mention of birth injury, asphyxia, anoxia or hypoxia"
"2686","Certain causes of perinatal morbidity and mortality","768","Difficult labour with other and unspecified complications"
"2687","Certain causes of perinatal morbidity and mortality","768","With birth injury to brain"
"2688","Certain causes of perinatal morbidity and mortality","768.1","With birth injury to spinal cord"
"2689","Certain causes of perinatal morbidity and mortality","768.2","With birth injury to bone or nerve"
"2690","Certain causes of perinatal morbidity and mortality","768.3","With other or unspecified birth injury"
"2691","Certain causes of perinatal morbidity and mortality","768.4","With ashpysia, anoxia or hypoxia"
"2692","Certain causes of perinatal morbidity and mortality","768.9","Without mention of birth injury, ashpyxia, anoxia or hypoxia"
"2693","Certain causes of perinatal morbidity and mortality","769","Other complications of pregnancy and childbirth"
"2694","Certain causes of perinatal morbidity and mortality","769","Incompetent cervix"
"2695","Certain causes of perinatal morbidity and mortality","769.1","Premature rupture of membranes"
"2696","Certain causes of perinatal morbidity and mortality","769.2","Hydramnios"
"2697","Certain causes of perinatal morbidity and mortality","769.4","Multiple pregnancy"
"2698","Certain causes of perinatal morbidity and mortality","769.5","Maternal death unspecified"
"2699","Certain causes of perinatal morbidity and mortality","769.9","Other"
"2700","Certain causes of perinatal morbidity and mortality","770","Conditions of placenta"
"2701","Certain causes of perinatal morbidity and mortality","770","Placenta praevia"
"2702","Certain causes of perinatal morbidity and mortality","770.1","Premature separation of placenta"
"2703","Certain causes of perinatal morbidity and mortality","770.2","Placental infarction"
"2704","Certain causes of perinatal morbidity and mortality","770.8","Other"
"2705","Certain causes of perinatal morbidity and mortality","770.9","Unspecified"
"2706","Certain causes of perinatal morbidity and mortality","771","Conditions of umbilical cord"
"2707","Certain causes of perinatal morbidity and mortality","771","Compression of cord"
"2708","Certain causes of perinatal morbidity and mortality","771.1","Prolapse of cord without mention of compression"
"2709","Certain causes of perinatal morbidity and mortality","771.9","Other"
"2710","Certain causes of perinatal morbidity and mortality","772","Birth injury without mention of cause"
"2711","Certain causes of perinatal morbidity and mortality","772","To brain"
"2712","Certain causes of perinatal morbidity and mortality","772.1","To spinal cord"
"2713","Certain causes of perinatal morbidity and mortality","772.2","To bone or nerve"
"2714","Certain causes of perinatal morbidity and mortality","772.9","Other and unspecified"
"2715","Certain causes of perinatal morbidity and mortality","773","Termination of pregnancy"
"2716","Certain causes of perinatal morbidity and mortality","774","Haemolytic disease of newborn with kernicterus"
"2717","Certain causes of perinatal morbidity and mortality","774","With Rh incompatibility"
"2718","Certain causes of perinatal morbidity and mortality","774.1","With ABO incompatibility"
"2719","Certain causes of perinatal morbidity and mortality","774.2","With other or unspecified blood incompatibility"
"2720","Certain causes of perinatal morbidity and mortality","774.9","Without mention of cause"
"2721","Certain causes of perinatal morbidity and mortality","775","Haemolytic disease of newborn without mention of kernicterus"
"2722","Certain causes of perinatal morbidity and mortality","775.0","With Rh incompatibility"
"2723","Certain causes of perinatal morbidity and mortality","775.1","With ABO incompatibility"
"2724","Certain causes of perinatal morbidity and mortality","775.2","With other or unspecified blood incomatibility"
"2725","Certain causes of perinatal morbidity and mortality","775.9","Without mention of cause"
"2726","Certain causes of perinatal morbidity and mortality","776","Anoxic and hypoxic conditions not elsewhere classifiable"
"2727","Certain causes of perinatal morbidity and mortality","776.0","Aspiration of content of birth canal"
"2728","Certain causes of perinatal morbidity and mortality","776.1","Hyaline membrane disease"
"2729","Certain causes of perinatal morbidity and mortality","776.2","Respiratory distress syndrome"
"2730","Certain causes of perinatal morbidity and mortality","776.3","Foetal distress"
"2731","Certain causes of perinatal morbidity and mortality","776.4","Intra-uterine anoxia"
"2732","Certain causes of perinatal morbidity and mortality","776.9","Asphyxia of newborn, unspecified"
"2733","Certain causes of perinatal morbidity and mortality","777","Immaturity, unqualified"
"2734","Certain causes of perinatal morbidity and mortality","778","Other conditions of foetus or newborn"
"2735","Certain causes of perinatal morbidity and mortality","778.0","Foetal blood loss before birth"
"2736","Certain causes of perinatal morbidity and mortality","778.1","Postmaturity"
"2737","Certain causes of perinatal morbidity and mortality","778.2","Haemorrhagic disease of newborn"
"2738","Certain causes of perinatal morbidity and mortality","778.3","Cold injury syndrome"
"2739","Certain causes of perinatal morbidity and mortality","778.9","Other"
"2740","Certain causes of perinatal morbidity and mortality","779","Foetal death of unknown cause"
"2741","Certain causes of perinatal morbidity and mortality","779.0","Maceration"
"2742","Certain causes of perinatal morbidity and mortality","779.9","Other"
"2743","Symptoms referable to systems or organs","780","Certain symptoms referable to nervous system and special senses"
"2744","Symptoms referable to systems or organs","780.0","Coma and stupor"
"2745","Symptoms referable to systems or organs","780.1","Delirium"
"2746","Symptoms referable to systems or organs","780.2","Convulsions"
"2747","Symptoms referable to systems or organs","780.3","Abnormal involuntary movement"
"2748","Symptoms referable to systems or organs","780.4","Disturbance of coördination"
"2749","Symptoms referable to systems or organs","780.5","Vertigo"
"2750","Symptoms referable to systems or organs","780.6","Disturbance of sleep"
"2751","Symptoms referable to systems or organs","780.7","Disturbance of memory"
"2752","Symptoms referable to systems or organs","780.8","Meningismus"
"2753","Symptoms referable to systems or organs","781","Other symptoms referable to nervous system and special senses"
"2754","Symptoms referable to systems or organs","781.0","Disturbance of vision except defective sight"
"2755","Symptoms referable to systems or organs","781.1","Oculomotor disturbance"
"2756","Symptoms referable to systems or organs","781.2","Photophobia"
"2757","Symptoms referable to systems or organs","781.3","Disturbance of hearing except deafness"
"2758","Symptoms referable to systems or organs","781.4","Disturbance of cranial nerves except optic, oculomotor and auditory"
"2759","Symptoms referable to systems or organs","781.5","Disturbance of speech"
"2760","Symptoms referable to systems or organs","781.6","Other disturbance of sensation"
"2761","Symptoms referable to systems or organs","781.7","Encephalopathy"
"2762","Symptoms referable to systems or organs","781.8","Hallucinations"
"2763","Symptoms referable to systems or organs","782","Symptoms referable to cardiovascular and lymphatic system"
"2764","Symptoms referable to systems or organs","782.0","Precordial pain"
"2765","Symptoms referable to systems or organs","782.1","Palpitation"
"2766","Symptoms referable to systems or organs","782.2","Tachycardia"
"2767","Symptoms referable to systems or organs","782.3","Pallor and cyanosis"
"2768","Symptoms referable to systems or organs","782.4","Acute heart failure, undefined"
"2769","Symptoms referable to systems or organs","782.5","Syncope or collapse"
"2770","Symptoms referable to systems or organs","782.6","Oedema and dropsy"
"2771","Symptoms referable to systems or organs","782.7","Enlargment of lymph node"
"2772","Symptoms referable to systems or organs","782.8","Splenomegaly"
"2773","Symptoms referable to systems or organs","782.9","Shock without mention of trauma"
"2774","Symptoms referable to systems or organs","783","Symptoms referable to respiratory system"
"2775","Symptoms referable to systems or organs","783.0","Epistaxis"
"2776","Symptoms referable to systems or organs","783.1","Haemoptysis"
"2777","Symptoms referable to systems or organs","783.2","Dyspnoea"
"2778","Symptoms referable to systems or organs","783.3","Cough"
"2779","Symptoms referable to systems or organs","783.4","Excess of sputum"
"2780","Symptoms referable to systems or organs","783.5","Change in voice"
"2781","Symptoms referable to systems or organs","783.6","Stridor"
"2782","Symptoms referable to systems or organs","783.7","Pain in chest"
"2783","Symptoms referable to systems or organs","784","Symptoms referable to upper gastro-intestinal tract"
"2784","Symptoms referable to systems or organs","784.0","Anorexia"
"2785","Symptoms referable to systems or organs","784.1","Nausea and vomiting"
"2786","Symptoms referable to systems or organs","784.2","Pylorospasm"
"2787","Symptoms referable to systems or organs","784.3","Heartburn"
"2788","Symptoms referable to systems or organs","784.4","Dysphagia"
"2789","Symptoms referable to systems or organs","784.5","Haematemesis"
"2790","Symptoms referable to systems or organs","784.6","Hiccough"
"2791","Symptoms referable to systems or organs","784.7","Eructation"
"2792","Symptoms referable to systems or organs","785","Symptoms referable to abdomen and lower gastro-intestinal tract"
"2793","Symptoms referable to systems or organs","785.0","Abdominal swelling (not referable to any particular organ)"
"2794","Symptoms referable to systems or organs","785.1","Hepatomegaly"
"2795","Symptoms referable to systems or organs","785.2","Jaundice (not of newborn)"
"2796","Symptoms referable to systems or organs","785.3","Ascites"
"2797","Symptoms referable to systems or organs","785.4","Flatulence"
"2798","Symptoms referable to systems or organs","785.5","Abdominal pain"
"2799","Symptoms referable to systems or organs","785.6","Incontinence of faeces"
"2800","Symptoms referable to systems or organs","785.7","Melaena (not of newborn)"
"2801","Symptoms referable to systems or organs","785.8","Visible peristalsis"
"2802","Symptoms referable to systems or organs","786","Symptoms referable to genito-urinary system"
"2803","Symptoms referable to systems or organs","786.0","Pain referable to urinary system"
"2804","Symptoms referable to systems or organs","786.1","Retention of urine"
"2805","Symptoms referable to systems or organs","786.2","Incontinence of urine"
"2806","Symptoms referable to systems or organs","786.3","Frequency of micturition"
"2807","Symptoms referable to systems or organs","786.4","Polyuria"
"2808","Symptoms referable to systems or organs","786.5","Oliguria, anuria (not of newborn)"
"2809","Symptoms referable to systems or organs","786.6","Priapism"
"2810","Symptoms referable to systems or organs","786.7","Pain referable to genital organs, including dyspareunia"
"2811","Symptoms referable to systems or organs","787","Symptoms referable to limbs and joints"
"2812","Symptoms referable to systems or organs","787.0","Transient paralysis of limb, cause unknown"
"2813","Symptoms referable to systems or organs","787.1","Pain in limb"
"2814","Symptoms referable to systems or organs","787.2","Swelling of limb"
"2815","Symptoms referable to systems or organs","787.3","Pain in joint"
"2816","Symptoms referable to systems or organs","787.4","Swelling of joint"
"2817","Symptoms referable to systems or organs","787.5","Difficulty in walking"
"2818","Symptoms referable to systems or organs","787.6","Abnormality of gait"
"2819","Symptoms referable to systems or organs","788","Other general symptoms"
"2820","Symptoms referable to systems or organs","788.0","Electrolyte disorders"
"2821","Symptoms referable to systems or organs","788.1","Excessive sweating"
"2822","Symptoms referable to systems or organs","788.2","Rash"
"2823","Symptoms referable to systems or organs","788.3","Subcutaneous nodules"
"2824","Symptoms referable to systems or organs","788.4","Loss of weight"
"2825","Symptoms referable to systems or organs","788.5","Tetany"
"2826","Symptoms referable to systems or organs","788.6","Acidosis"
"2827","Symptoms referable to systems or organs","788.7","Alkalosis"
"2828","Symptoms referable to systems or organs","788.8","Pyrexia of unknown origin"
"2829","Symptoms referable to systems or organs","788.9","Other specified symptoms not classifiable elsewhere"
"2830","Symptoms referable to systems or organs","789","Abnormal urinary constituents of unspecified cause"
"2831","Symptoms referable to systems or organs","789.0","Albuminuria"
"2832","Symptoms referable to systems or organs","789.1","Pyuria and bacteriuria"
"2833","Symptoms referable to systems or organs","789.2","Chyluria"
"2834","Symptoms referable to systems or organs","789.3","Haematuria"
"2835","Symptoms referable to systems or organs","789.4","Haemoglobinuria"
"2836","Symptoms referable to systems or organs","789.5","Glycosuria"
"2837","Symptoms referable to systems or organs","789.6","Acetonuria"
"2838","Symptoms referable to systems or organs","789.9","Other"
"2839","Senility and ill-defined diseases","790","Nervousness and debility"
"2840","Senility and ill-defined diseases","790.0","Nervousness"
"2841","Senility and ill-defined diseases","790.1","Debility and undue fatigue"
"2842","Senility and ill-defined diseases","790.2","Depression"
"2843","Senility and ill-defined diseases","791","Headache"
"2844","Senility and ill-defined diseases","792","Uraemia"
"2845","Senility and ill-defined diseases","793","Observation, without need for further medical care"
"2846","Senility and ill-defined diseases","793.0","Mental"
"2847","Senility and ill-defined diseases","793.1","Suspected malignant neoplasm"
"2848","Senility and ill-defined diseases","793.8","Other specified"
"2849","Senility and ill-defined diseases","793.9","Unspecified"
"2850","Senility and ill-defined diseases","794","Senility without mention of psychosis"
"2851","Senility and ill-defined diseases","795","Sudden death (cause unknown)"
"2852","Senility and ill-defined diseases","795.0","Sudden infant death syndrome, under one year of age"
"2853","Senility and ill-defined diseases","795.1","Sudden infant death syndrome, one year of age"
"2854","Senility and ill-defined diseases","795.2","All other sudden death, age two years and over"
"2855","Senility and ill-defined diseases","796","Other ill-defined and unknown causes of morbidity and mortality"
"2856","Senility and ill-defined diseases","796.0","Other ill-defined conditions"
"2857","Senility and ill-defined diseases","796.1","Malingering"
"2858","Senility and ill-defined diseases","796.2","Found dead (cause unknown)"
"2859","Senility and ill-defined diseases","796.3","Died without sign of disease"
"2860","Senility and ill-defined diseases","796.9","Other unknown and unspecified causes"
"2861","Railway accidents","E800","Railway accident involving collision with rolling stock"
"2862","Railway accidents","E800.0","Railway employee"
"2863","Railway accidents","E800.1","Passenger on railway"
"2864","Railway accidents","E800.2","Pedestrian"
"2865","Railway accidents","E800.3","Pedal cyclist"
"2866","Railway accidents","E800.8","Other specified person"
"2867","Railway accidents","E800.9","Unspecified person"
"2868","Railway accidents","E801","Railway accident involving collision with other object"
"2869","Railway accidents","E801.0","Railway employee"
"2870","Railway accidents","E801.1","Passenger on railway"
"2871","Railway accidents","E801.2","Pedestrian"
"2872","Railway accidents","E801.3","Pedal cyclist"
"2873","Railway accidents","E801.8","Other specified person"
"2874","Railway accidents","E801.9","Unspecified person"
"2875","Railway accidents","E802","Railway accident involving derailment without antecedent collision"
"2876","Railway accidents","E802.0","Railway employee"
"2877","Railway accidents","E802.1","Passenger on railway"
"2878","Railway accidents","E802.2","Pedestrian"
"2879","Railway accidents","E802.3","Pedal cyclist"
"2880","Railway accidents","E802.8","Other specified person"
"2881","Railway accidents","E802.9","Unspecified person"
"2882","Railway accidents","E803","Railway accident involving explosion, fire, burning"
"2883","Railway accidents","E803.0","Railway employee"
"2884","Railway accidents","E803.1","Passenger on railway"
"2885","Railway accidents","E803.2","Pedestrian"
"2886","Railway accidents","E803.3","Pedal cyclist"
"2887","Railway accidents","E803.8","Other specified person"
"2888","Railway accidents","E803.9","Unspecified person"
"2889","Railway accidents","E804","Fall in, on or from train"
"2890","Railway accidents","E804.0","Railway employee"
"2891","Railway accidents","E804.1","Passenger on railway"
"2892","Railway accidents","E804.2","Pedestrian"
"2893","Railway accidents","E804.3","Pedal cyclist"
"2894","Railway accidents","E804.8","Other specified person"
"2895","Railway accidents","E804.9","Unspecified person"
"2896","Railway accidents","E805","Hit by rolling stock"
"2897","Railway accidents","E805.0","Railway employee"
"2898","Railway accidents","E805.1","Passenger on railway"
"2899","Railway accidents","E805.2","Pedestrian"
"2900","Railway accidents","E805.3","Pedal cyclist"
"2901","Railway accidents","E805.8","Other specified person"
"2902","Railway accidents","E805.9","Unspecified person"
"2903","Railway accidents","E806","Other specified railway accident"
"2904","Railway accidents","E806.0","Railway employee"
"2905","Railway accidents","E806.1","Passenger on railway"
"2906","Railway accidents","E806.2","Pedestrian"
"2907","Railway accidents","E806.3","Pedal cyclist"
"2908","Railway accidents","E806.8","Other specified person"
"2909","Railway accidents","E806.9","Unspecified person"
"2910","Railway accidents","E807","Railway accident of unspecified nature"
"2911","Railway accidents","E807.0","Railway employee"
"2912","Railway accidents","E807.1","Passenger on railway"
"2913","Railway accidents","E807.2","Pedestrian"
"2914","Railway accidents","E807.3","Pedal cyclist"
"2915","Railway accidents","E807.8","Other specified person"
"2916","Railway accidents","E807.9","Unspecified person"
"2917","Motor vehicle traffic accidents","E810","Motor vehicle traffic accident involving collision with train"
"2918","Motor vehicle traffic accidents","E810.0","Driver of motor vehicle other than motorcycle"
"2919","Motor vehicle traffic accidents","E810.1","Passenger in motor vehicle other than motorcycle"
"2920","Motor vehicle traffic accidents","E810.2","Motorcyclist"
"2921","Motor vehicle traffic accidents","E810.3","Passenger on motorcycle"
"2922","Motor vehicle traffic accidents","E810.4","Occupant of street car"
"2923","Motor vehicle traffic accidents","E810.5","Rider of animal; occupant of animal-drawn vehicle"
"2924","Motor vehicle traffic accidents","E810.6","Pedal cyclist"
"2925","Motor vehicle traffic accidents","E810.7","Pedestrian"
"2926","Motor vehicle traffic accidents","E810.8","Other specified person"
"2927","Motor vehicle traffic accidents","E810.9","Unspecified person"
"2928","Motor vehicle traffic accidents","E811","Motor vehicle traffic accident involving collision with street car"
"2929","Motor vehicle traffic accidents","E811.0","Driver of motor vehicle other than motorcycle"
"2930","Motor vehicle traffic accidents","E811.1","Passenger in motor vehicle other than motorcycle"
"2931","Motor vehicle traffic accidents","E811.2","Motorcyclist"
"2932","Motor vehicle traffic accidents","E811.3","Passenger on motorcycle"
"2933","Motor vehicle traffic accidents","E811.4","Occupant of street car"
"2934","Motor vehicle traffic accidents","E811.5","Rider of animal; occupant of animal-drawn vehicle"
"2935","Motor vehicle traffic accidents","E811.6","Pedal cyclist"
"2936","Motor vehicle traffic accidents","E811.7","Pedestrian"
"2937","Motor vehicle traffic accidents","E811.8","Other specified person"
"2938","Motor vehicle traffic accidents","E811.9","Unspecified person"
"2939","Motor vehicle traffic accidents","E812","Motor vehicle traffic accident involving collision with another motor vehicle"
"2940","Motor vehicle traffic accidents","E812.0","Driver of motor vehicle other than motorcycle"
"2941","Motor vehicle traffic accidents","E812.1","Passenger in motor vehicle other than motorcycle"
"2942","Motor vehicle traffic accidents","E812.2","Motorcyclist"
"2943","Motor vehicle traffic accidents","E812.3","Passenger on motorcycle"
"2944","Motor vehicle traffic accidents","E812.4","Occupant of street car"
"2945","Motor vehicle traffic accidents","E812.5","Rider of animal; occupant of animal-drawn vehicle"
"2946","Motor vehicle traffic accidents","E812.6","Pedal cyclist"
"2947","Motor vehicle traffic accidents","E812.7","Pedestrian"
"2948","Motor vehicle traffic accidents","E812.8","Other specified person"
"2949","Motor vehicle traffic accidents","E812.9","Unspecified person"
"2950","Motor vehicle traffic accidents","E813","Motor vehicle traffic accident involving collision with other vehicle"
"2951","Motor vehicle traffic accidents","E813.0","Driver of motor vehicle other than motorcycle"
"2952","Motor vehicle traffic accidents","E813.1","Passenger in motor vehicle other than motorcycle"
"2953","Motor vehicle traffic accidents","E813.2","Motorcyclist"
"2954","Motor vehicle traffic accidents","E813.3","Passenger on motorcycle"
"2955","Motor vehicle traffic accidents","E813.4","Occupant of street car"
"2956","Motor vehicle traffic accidents","E813.5","Rider of animal; occupant of animal-drawn vehicle"
"2957","Motor vehicle traffic accidents","E813.6","Pedal cyclist"
"2958","Motor vehicle traffic accidents","E813.7","Pedestrian"
"2959","Motor vehicle traffic accidents","E813.8","Other specified person"
"2960","Motor vehicle traffic accidents","E813.9","Unspecified person"
"2961","Motor vehicle traffic accidents","E814","Motor vehicle traffic accident involving collision with pedestrian"
"2962","Motor vehicle traffic accidents","E814.0","Driver of motor vehicle other than motorcycle"
"2963","Motor vehicle traffic accidents","E814.1","Passenger in motor vehicle other than motorcycle"
"2964","Motor vehicle traffic accidents","E814.2","Motorcyclist"
"2965","Motor vehicle traffic accidents","E814.3","Passenger on motorcycle"
"2966","Motor vehicle traffic accidents","E814.4","Occupant of street car"
"2967","Motor vehicle traffic accidents","E814.5","Rider of animal; occupant of animal-drawn vehicle"
"2968","Motor vehicle traffic accidents","E814.6","Pedal cyclist"
"2969","Motor vehicle traffic accidents","E814.7","Pedestrian"
"2970","Motor vehicle traffic accidents","E814.8","Other specified person"
"2971","Motor vehicle traffic accidents","E814.9","Unspecified person"
"2972","Motor vehicle traffic accidents","E815","Other motor vehicle traffic accident involving collision"
"2973","Motor vehicle traffic accidents","E815.0","Driver of motor vehicle other than motorcycle"
"2974","Motor vehicle traffic accidents","E815.1","Passenger in motor vehicle other than motorcycle"
"2975","Motor vehicle traffic accidents","E815.2","Motorcyclist"
"2976","Motor vehicle traffic accidents","E815.3","Passenger on motorcycle"
"2977","Motor vehicle traffic accidents","E815.4","Occupant of street car"
"2978","Motor vehicle traffic accidents","E815.5","Rider of animal; occupant of animal-drawn vehicle"
"2979","Motor vehicle traffic accidents","E815.6","Pedal cyclist"
"2980","Motor vehicle traffic accidents","E815.7","Pedestrian"
"2981","Motor vehicle traffic accidents","E815.8","Other specified person"
"2982","Motor vehicle traffic accidents","E815.9","Unspecified person"
"2983","Motor vehicle traffic accidents","E816","Noncollision motor vehicle traffic accident due to loss of control"
"2984","Motor vehicle traffic accidents","E816.0","Driver of motor vehicle other than motorcycle"
"2985","Motor vehicle traffic accidents","E816.1","Passenger in motor vehicle other than motorcycle"
"2986","Motor vehicle traffic accidents","E816.2","Motorcyclist"
"2987","Motor vehicle traffic accidents","E816.3","Passenger on motorcycle"
"2988","Motor vehicle traffic accidents","E816.4","Occupant of street car"
"2989","Motor vehicle traffic accidents","E816.5","Rider of animal; occupant of animal-drawn vehicle"
"2990","Motor vehicle traffic accidents","E816.6","Pedal cyclist"
"2991","Motor vehicle traffic accidents","E816.7","Pedestrian"
"2992","Motor vehicle traffic accidents","E816.8","Other specified person"
"2993","Motor vehicle traffic accidents","E816.9","Unspecified person"
"2994","Motor vehicle traffic accidents","E817","Noncollision motor vehicle traffic accident, while boarding or alighting"
"2995","Motor vehicle traffic accidents","E817.0","Driver of motor vehicle other than motorcycle"
"2996","Motor vehicle traffic accidents","E817.1","Passenger in motor vehicle other than motorcycle"
"2997","Motor vehicle traffic accidents","E817.2","Motorcyclist"
"2998","Motor vehicle traffic accidents","E817.3","Passenger on motorcycle"
"2999","Motor vehicle traffic accidents","E817.4","Occupant of street car"
"3000","Motor vehicle traffic accidents","E817.5","Rider of animal; occupant of animal-drawn vehicle"
"3001","Motor vehicle traffic accidents","E817.6","Pedal cyclist"
"3002","Motor vehicle traffic accidents","E817.7","Pedestrian"
"3003","Motor vehicle traffic accidents","E817.8","Other specified person"
"3004","Motor vehicle traffic accidents","E817.9","Unspecified person"
"3005","Motor vehicle traffic accidents","E818","Other noncollision motor vehicle traffic accident"
"3006","Motor vehicle traffic accidents","E818.0","Driver of motor vehicle other than motorcycle"
"3007","Motor vehicle traffic accidents","E818.1","Passenger in motor vehicle other than motorcycle"
"3008","Motor vehicle traffic accidents","E818.2","Motorcyclist"
"3009","Motor vehicle traffic accidents","E818.3","Passenger on motorcycle"
"3010","Motor vehicle traffic accidents","E818.4","Occupant of street car"
"3011","Motor vehicle traffic accidents","E818.5","Rider of animal; occupant of animal-drawn vehicle"
"3012","Motor vehicle traffic accidents","E818.6","Pedal cyclist"
"3013","Motor vehicle traffic accidents","E818.7","Pedestrian"
"3014","Motor vehicle traffic accidents","E818.8","Other specified person"
"3015","Motor vehicle traffic accidents","E818.9","Unspecified person"
"3016","Motor vehicle traffic accidents","E819","Motor vehicle traffic accident of unspecified nature"
"3017","Motor vehicle traffic accidents","E819.0","Driver of motor vehicle other than motorcycle"
"3018","Motor vehicle traffic accidents","E819.1","Passenger in motor vehicle other than motorcycle"
"3019","Motor vehicle traffic accidents","E819.2","Motorcyclist"
"3020","Motor vehicle traffic accidents","E819.3","Passenger on motorcycle"
"3021","Motor vehicle traffic accidents","E819.4","Occupant of street car"
"3022","Motor vehicle traffic accidents","E819.5","Rider of animal; occupant of animal-drawn vehicle"
"3023","Motor vehicle traffic accidents","E819.6","Pedal cyclist"
"3024","Motor vehicle traffic accidents","E819.7","Pedestrian"
"3025","Motor vehicle traffic accidents","E819.8","Other specified person"
"3026","Motor vehicle traffic accidents","E819.9","Unspecified person"
"3027","Motor vehicle non-traffic accidents","E820","Motor vehicle nontraffic accident involving collision with moving object"
"3028","Motor vehicle non-traffic accidents","E820.0","Driver of motor vehicle other than motorcycle"
"3029","Motor vehicle non-traffic accidents","E820.1","Passenger in motor vehicle other than motorcycle"
"3030","Motor vehicle non-traffic accidents","E820.2","Motorcyclist"
"3031","Motor vehicle non-traffic accidents","E820.3","Passenger on motorcycle"
"3032","Motor vehicle non-traffic accidents","E820.4","Occupant of street car"
"3033","Motor vehicle non-traffic accidents","E820.5","Rider of animal; occupant of animal-drawn vehicle"
"3034","Motor vehicle non-traffic accidents","E820.6","Pedal cyclist"
"3035","Motor vehicle non-traffic accidents","E820.7","Pedestrian"
"3036","Motor vehicle non-traffic accidents","E820.8","Other specified person"
"3037","Motor vehicle non-traffic accidents","E820.9","Unspecified person"
"3038","Motor vehicle non-traffic accidents","E821","Motor vehicle nontraffic accident involving collision with stationary object"
"3039","Motor vehicle non-traffic accidents","E821.0","Driver of motor vehicle other than motorcycle"
"3040","Motor vehicle non-traffic accidents","E821.1","Passenger in motor vehicle other than motorcycle"
"3041","Motor vehicle non-traffic accidents","E821.2","Motorcyclist"
"3042","Motor vehicle non-traffic accidents","E821.3","Passenger on motorcycle"
"3043","Motor vehicle non-traffic accidents","E821.4","Occupant of street car"
"3044","Motor vehicle non-traffic accidents","E821.5","Rider of animal; occupant of animal-drawn vehicle"
"3045","Motor vehicle non-traffic accidents","E821.6","Pedal cyclist"
"3046","Motor vehicle non-traffic accidents","E821.7","Pedestrian"
"3047","Motor vehicle non-traffic accidents","E821.8","Other specified person"
"3048","Motor vehicle non-traffic accidents","E821.9","Unspecified person"
"3049","Motor vehicle non-traffic accidents","E822","Motor vehicle nontraffic accident while boarding or alighting"
"3050","Motor vehicle non-traffic accidents","E822.0","Driver of motor vehicle other than motorcycle"
"3051","Motor vehicle non-traffic accidents","E822.1","Passenger in motor vehicle other than motorcycle"
"3052","Motor vehicle non-traffic accidents","E822.2","Motorcyclist"
"3053","Motor vehicle non-traffic accidents","E822.3","Passenger on motorcycle"
"3054","Motor vehicle non-traffic accidents","E822.4","Occupant of street car"
"3055","Motor vehicle non-traffic accidents","E822.5","Rider of animal; occupant of animal-drawn vehicle"
"3056","Motor vehicle non-traffic accidents","E822.6","Pedal cyclist"
"3057","Motor vehicle non-traffic accidents","E822.7","Pedestrian"
"3058","Motor vehicle non-traffic accidents","E822.8","Other specified person"
"3059","Motor vehicle non-traffic accidents","E822.9","Unspecified person"
"3060","Motor vehicle non-traffic accidents","E823","Motor vehicle nontraffic accident of other and unspecified nature"
"3061","Motor vehicle non-traffic accidents","E823.0","Driver of motor vehicle other than motorcycle"
"3062","Motor vehicle non-traffic accidents","E823.1","Passenger in motor vehicle other than motorcycle"
"3063","Motor vehicle non-traffic accidents","E823.2","Motorcyclist"
"3064","Motor vehicle non-traffic accidents","E823.3","Passenger on motorcycle"
"3065","Motor vehicle non-traffic accidents","E823.4","Occupant of street car"
"3066","Motor vehicle non-traffic accidents","E823.5","Rider of animal; occupant of animal-drawn vehicle"
"3067","Motor vehicle non-traffic accidents","E823.6","Pedal cyclist"
"3068","Motor vehicle non-traffic accidents","E823.7","Pedestrian"
"3069","Motor vehicle non-traffic accidents","E823.8","Other specified person"
"3070","Motor vehicle non-traffic accidents","E823.9","Unspecified person"
"3071","Other road vehicle accidents","E825","Street car accident"
"3072","Other road vehicle accidents","E825.0","Pedestrian"
"3073","Other road vehicle accidents","E825.1","Pedal cyclist"
"3074","Other road vehicle accidents","E825.2","Occupant of street car"
"3075","Other road vehicle accidents","E825.8","Other specified person"
"3076","Other road vehicle accidents","E825.9","Unspecified person"
"3077","Other road vehicle accidents","E826","Pedal cycle accident"
